?SNDlib native format; type: network; version: 1.0
# network demandMatrix-germany17-DFN-5min-20050215-0035

# META SECTION
#
# <attribute> <content>

META (
  granularity  = 5min
  time  = 20050215-0035
  unit  = MBITPERSEC
  origin  = DFN Verein http://www.dfn.de, German Research Network, measurements mapped to germany17
)

# NODE SECTION
#
# <node_id> [(<longitude>, <latitude>)]

NODES (
  Hannover ( 9.80 52.39 )
  Frankfurt ( 8.66 50.14 )
  Hamburg ( 10.08 53.55 )
  Norden ( 7.21 53.60 )
  Bremen ( 8.80 53.08 )
  Berlin ( 13.48 52.52 )
  Muenchen ( 11.55 48.15 )
  Ulm ( 9.99 48.40 )
  Nuernberg ( 11.08 49.45 )
  Stuttgart ( 9.12 48.73 )
  Karlsruhe ( 8.41 49.01 )
  Mannheim ( 8.49 49.49 )
  Essen ( 7.00 51.44 )
  Dortmund ( 7.48 51.51 )
  Duesseldorf ( 6.78 51.22 )
  Koeln ( 7.01 50.92 )
  Leipzig ( 12.38 51.34 )
)

# LINK SECTION
#
# <link_id> ( <source> <target> ) <pre_installed_capacity> <pre_installed_capacity_cost> <routing_cost> <setup_cost> ( {<module_capacity> <module_cost>}* )

LINKS (
)

# DEMAND SECTION
#
# <demand_id> ( <source> <target> ) <routing_unit> <demand_value> <max_path_length>

DEMANDS (
  Bremen_Nuernberg ( Bremen Nuernberg ) 1 0.01201 UNLIMITED
  Bremen_Hamburg ( Bremen Hamburg ) 1 0.032348 UNLIMITED
  Berlin_Dortmund ( Berlin Dortmund ) 1 0.64679 UNLIMITED
  Stuttgart_Nuernberg ( Stuttgart Nuernberg ) 1 1.007892 UNLIMITED
  Hannover_Essen ( Hannover Essen ) 1 2.533597 UNLIMITED
  Leipzig_Hannover ( Leipzig Hannover ) 1 12.442911 UNLIMITED
  Bremen_Hannover ( Bremen Hannover ) 1 19.851292 UNLIMITED
  Muenchen_Hamburg ( Muenchen Hamburg ) 1 1.193451 UNLIMITED
  Berlin_Muenchen ( Berlin Muenchen ) 1 55.542291 UNLIMITED
  Koeln_Dortmund ( Koeln Dortmund ) 1 0.564217 UNLIMITED
  Stuttgart_Leipzig ( Stuttgart Leipzig ) 1 6.736054 UNLIMITED
  Hannover_Mannheim ( Hannover Mannheim ) 1 0.395062 UNLIMITED
  Frankfurt_Karlsruhe ( Frankfurt Karlsruhe ) 1 31.742241 UNLIMITED
  Bremen_Berlin ( Bremen Berlin ) 1 2.584991 UNLIMITED
  Berlin_Bremen ( Berlin Bremen ) 1 0.576473 UNLIMITED
  Hamburg_Frankfurt ( Hamburg Frankfurt ) 1 83.571667 UNLIMITED
  Nuernberg_Berlin ( Nuernberg Berlin ) 1 1.411934 UNLIMITED
  Muenchen_Duesseldorf ( Muenchen Duesseldorf ) 1 0.083605 UNLIMITED
  Hannover_Berlin ( Hannover Berlin ) 1 7.162386 UNLIMITED
  Koeln_Hannover ( Koeln Hannover ) 1 18.391561 UNLIMITED
  Bremen_Leipzig ( Bremen Leipzig ) 1 5.046294 UNLIMITED
  Norden_Koeln ( Norden Koeln ) 1 0.004303 UNLIMITED
  Berlin_Hannover ( Berlin Hannover ) 1 1.940777 UNLIMITED
  Norden_Frankfurt ( Norden Frankfurt ) 1 0.366315 UNLIMITED
  Karlsruhe_Dortmund ( Karlsruhe Dortmund ) 1 0.000275 UNLIMITED
  Karlsruhe_Bremen ( Karlsruhe Bremen ) 1 0.066453 UNLIMITED
  Nuernberg_Stuttgart ( Nuernberg Stuttgart ) 1 0.001894 UNLIMITED
  Karlsruhe_Hamburg ( Karlsruhe Hamburg ) 1 0.002556 UNLIMITED
  Stuttgart_Koeln ( Stuttgart Koeln ) 1 2.389087 UNLIMITED
  Koeln_Nuernberg ( Koeln Nuernberg ) 1 0.055813 UNLIMITED
  Hannover_Karlsruhe ( Hannover Karlsruhe ) 1 13.681542 UNLIMITED
  Nuernberg_Hannover ( Nuernberg Hannover ) 1 0.623099 UNLIMITED
  Frankfurt_Muenchen ( Frankfurt Muenchen ) 1 44.135176 UNLIMITED
  Leipzig_Frankfurt ( Leipzig Frankfurt ) 1 351.794313 UNLIMITED
  Essen_Duesseldorf ( Essen Duesseldorf ) 1 0.00005 UNLIMITED
  Hamburg_Mannheim ( Hamburg Mannheim ) 1 0.00052 UNLIMITED
  Mannheim_Hannover ( Mannheim Hannover ) 1 0.005146 UNLIMITED
  Essen_Hamburg ( Essen Hamburg ) 1 0.010649 UNLIMITED
  Koeln_Bremen ( Koeln Bremen ) 1 1.640662 UNLIMITED
  Karlsruhe_Nuernberg ( Karlsruhe Nuernberg ) 1 0.000661 UNLIMITED
  Muenchen_Berlin ( Muenchen Berlin ) 1 4.759187 UNLIMITED
  Dortmund_Muenchen ( Dortmund Muenchen ) 1 32.24802 UNLIMITED
  Duesseldorf_Hannover ( Duesseldorf Hannover ) 1 0.171912 UNLIMITED
  Karlsruhe_Stuttgart ( Karlsruhe Stuttgart ) 1 0.563135 UNLIMITED
  Mannheim_Hamburg ( Mannheim Hamburg ) 1 0.000359 UNLIMITED
  Muenchen_Leipzig ( Muenchen Leipzig ) 1 9.209886 UNLIMITED
  Essen_Ulm ( Essen Ulm ) 1 0.000305 UNLIMITED
  Duesseldorf_Koeln ( Duesseldorf Koeln ) 1 0.015903 UNLIMITED
  Stuttgart_Hamburg ( Stuttgart Hamburg ) 1 0.683098 UNLIMITED
  Ulm_Muenchen ( Ulm Muenchen ) 1 0.298441 UNLIMITED
  Leipzig_Mannheim ( Leipzig Mannheim ) 1 0.026423 UNLIMITED
  Karlsruhe_Frankfurt ( Karlsruhe Frankfurt ) 1 26.258868 UNLIMITED
  Hannover_Ulm ( Hannover Ulm ) 1 0.160726 UNLIMITED
  Berlin_Koeln ( Berlin Koeln ) 1 1.591869 UNLIMITED
  Berlin_Duesseldorf ( Berlin Duesseldorf ) 1 0.000445 UNLIMITED
  Nuernberg_Koeln ( Nuernberg Koeln ) 1 0.726007 UNLIMITED
  Leipzig_Essen ( Leipzig Essen ) 1 0.610324 UNLIMITED
  Nuernberg_Essen ( Nuernberg Essen ) 1 0.030893 UNLIMITED
  Frankfurt_Koeln ( Frankfurt Koeln ) 1 99.598633 UNLIMITED
  Mannheim_Frankfurt ( Mannheim Frankfurt ) 1 92.747101 UNLIMITED
  Essen_Muenchen ( Essen Muenchen ) 1 0.897147 UNLIMITED
  Leipzig_Duesseldorf ( Leipzig Duesseldorf ) 1 0.002258 UNLIMITED
  Muenchen_Karlsruhe ( Muenchen Karlsruhe ) 1 0.587774 UNLIMITED
  Bremen_Frankfurt ( Bremen Frankfurt ) 1 99.247803 UNLIMITED
  Duesseldorf_Bremen ( Duesseldorf Bremen ) 1 0.063885 UNLIMITED
  Frankfurt_Nuernberg ( Frankfurt Nuernberg ) 1 27.977881 UNLIMITED
  Ulm_Bremen ( Ulm Bremen ) 1 0.000121 UNLIMITED
  Nuernberg_Frankfurt ( Nuernberg Frankfurt ) 1 105.460509 UNLIMITED
  Ulm_Nuernberg ( Ulm Nuernberg ) 1 0.001664 UNLIMITED
  Muenchen_Mannheim ( Muenchen Mannheim ) 1 0.302243 UNLIMITED
  Mannheim_Bremen ( Mannheim Bremen ) 1 0.000172 UNLIMITED
  Hannover_Frankfurt ( Hannover Frankfurt ) 1 220.035635 UNLIMITED
  Duesseldorf_Stuttgart ( Duesseldorf Stuttgart ) 1 0.979058 UNLIMITED
  Stuttgart_Bremen ( Stuttgart Bremen ) 1 0.590296 UNLIMITED
  Essen_Nuernberg ( Essen Nuernberg ) 1 0.005252 UNLIMITED
  Karlsruhe_Duesseldorf ( Karlsruhe Duesseldorf ) 1 0.000024 UNLIMITED
  Stuttgart_Dortmund ( Stuttgart Dortmund ) 1 1.137493 UNLIMITED
  Koeln_Mannheim ( Koeln Mannheim ) 1 0.058192 UNLIMITED
  Hamburg_Nuernberg ( Hamburg Nuernberg ) 1 0.00759 UNLIMITED
  Ulm_Frankfurt ( Ulm Frankfurt ) 1 2.055395 UNLIMITED
  Bremen_Norden ( Bremen Norden ) 1 0.047065 UNLIMITED
  Berlin_Essen ( Berlin Essen ) 1 0.097894 UNLIMITED
  Leipzig_Berlin ( Leipzig Berlin ) 1 10.424746 UNLIMITED
